email,interests,recommended_projects
gregory.berry@example.com,"['Data Analysis', 'UI/UX Design', 'Android Mobile App Programming', 'Machine Learning', 'Java Programming']","['PLCS0165', 'PLCS0218', 'PLCS0653', 'PLCS0197', 'PLCS0288', 'PLCS0541', 'PLCS0677', 'PLCS0687', 'PLCS0699', 'PLCS0569']"
william.brown@example.com,"['Machine Learning', 'C++ Programming', 'Java Programming', 'Android Mobile App Programming']","['PLCS1000', 'PLCS0807', 'PLCS0717', 'PLCS0577', 'PLCS0593', 'PLCS0720', 'PLCS0745', 'PLCS0119', 'PLCS0253', 'PLCS0314']"
kiara.briggs@example.com,"['Machine Learning', 'Java Programming', 'C++ Programming', 'Android Mobile App Programming', 'UI/UX Design', 'Data Analysis']","['PLCS0191', 'PLCS0350', 'PLCS0306', 'PLCS0541', 'PLCS0569', 'PLCS0197', 'PLCS0147', 'PLCS0061', 'PLCS0920', 'PLCS0288']"
adam.anderson@example.com,"['Machine Learning', 'Java Programming', 'C++ Programming', 'Android Mobile App Programming', 'Web Development']","['PLCS1000', 'PLCS0452', 'PLCS0851', 'PLCS0807', 'PLCS0782', 'PLCS0745', 'PLCS0720', 'PLCS0717', 'PLCS0060', 'PLCS0638']"
kevin.fernandez@example.com,"['Java Programming', 'UI/UX Design', 'Data Analysis', 'C++ Programming']","['PLCS0762', 'PLCS0503', 'PLCS0713', 'PLCS0716', 'PLCS0970', 'PLCS0459', 'PLCS0422', 'PLCS0364', 'PLCS0808', 'PLCS0096']"
julie.rosario@example.com,"['Machine Learning', 'Data Analysis', 'Java Programming', 'C++ Programming', 'Web Development', 'UI/UX Design']","['PLCS0096', 'PLCS0422', 'PLCS0230', 'PLCS0503', 'PLCS0232', 'PLCS0970', 'PLCS0499', 'PLCS0713', 'PLCS0117', 'PLCS0702']"
elizabeth.aguilar@example.com,"['Android Mobile App Programming', 'Java Programming', 'UI/UX Design']","['PLCS0931', 'PLCS0350', 'PLCS0414', 'PLCS0644', 'PLCS0804', 'PLCS0218', 'PLCS0806', 'PLCS0677', 'PLCS0609', 'PLCS0920']"
mark.flores@example.com,"['C++ Programming', 'UI/UX Design', 'Data Analysis', 'Web Development', 'Android Mobile App Programming', 'Java Programming']","['PLCS0147', 'PLCS0218', 'PLCS0350', 'PLCS0414', 'PLCS0306', 'PLCS0288', 'PLCS0071', 'PLCS0841', 'PLCS0854', 'PLCS0061']"
erik.davis@example.com,"['Android Mobile App Programming', 'Web Development', 'Data Analysis', 'C++ Programming']","['PLCS0696', 'PLCS0106', 'PLCS0645', 'PLCS0999', 'PLCS0938', 'PLCS0429', 'PLCS0662', 'PLCS0926', 'PLCS0370', 'PLCS0973']"
andrew.stone@example.com,"['UI/UX Design', 'C++ Programming', 'Data Analysis', 'Machine Learning', 'Web Development', 'Java Programming']","['PLCS0096', 'PLCS0422', 'PLCS0230', 'PLCS0503', 'PLCS0232', 'PLCS0970', 'PLCS0499', 'PLCS0713', 'PLCS0117', 'PLCS0702']"
joyce.saunders@example.com,"['Java Programming', 'C++ Programming', 'Data Analysis', 'UI/UX Design', 'Machine Learning', 'Web Development']","['PLCS0096', 'PLCS0422', 'PLCS0230', 'PLCS0503', 'PLCS0232', 'PLCS0970', 'PLCS0499', 'PLCS0713', 'PLCS0117', 'PLCS0702']"
christopher.rose@example.com,"['Android Mobile App Programming', 'Data Analysis', 'Web Development']","['PLCS0761', 'PLCS0520', 'PLCS0429', 'PLCS0938', 'PLCS0098', 'PLCS0106', 'PLCS0275', 'PLCS0662', 'PLCS0926', 'PLCS0645']"
robert.johnson@example.com,"['Data Analysis', 'Web Development', 'Machine Learning', 'UI/UX Design', 'Java Programming']","['PLCS0751', 'PLCS0496', 'PLCS0634', 'PLCS0267', 'PLCS0584', 'PLCS0960', 'PLCS0665', 'PLCS0542', 'PLCS0676', 'PLCS0021']"
shannon.davis@example.com,"['UI/UX Design', 'Android Mobile App Programming', 'Data Analysis', 'Web Development', 'Machine Learning', 'Java Programming']","['PLCS0804', 'PLCS0588', 'PLCS0653', 'PLCS0644', 'PLCS0147', 'PLCS0677', 'PLCS0687', 'PLCS0569', 'PLCS0920', 'PLCS0699']"
catherine.snow@example.com,"['C++ Programming', 'UI/UX Design', 'Web Development', 'Android Mobile App Programming', 'Data Analysis']","['PLCS0687', 'PLCS0218', 'PLCS0350', 'PLCS0197', 'PLCS0609', 'PLCS0061', 'PLCS0191', 'PLCS0071', 'PLCS0569', 'PLCS0564']"
jennifer.baker@example.com,"['C++ Programming', 'UI/UX Design', 'Android Mobile App Programming', 'Web Development']","['PLCS0197', 'PLCS0071', 'PLCS0931', 'PLCS0644', 'PLCS0061', 'PLCS0653', 'PLCS0541', 'PLCS0553', 'PLCS0350', 'PLCS0609']"
troy.martin@example.com,"['Java Programming', 'Web Development', 'Machine Learning']","['PLCS0902', 'PLCS0773', 'PLCS0066', 'PLCS0649', 'PLCS0659', 'PLCS0057', 'PLCS0134', 'PLCS0799', 'PLCS0192', 'PLCS0354']"
heather.johnson@example.com,"['Android Mobile App Programming', 'Java Programming', 'UI/UX Design', 'Web Development']","['PLCS0931', 'PLCS0609', 'PLCS0687', 'PLCS0306', 'PLCS0588', 'PLCS0165', 'PLCS0218', 'PLCS0350', 'PLCS0061', 'PLCS0699']"
phillip.nguyen@example.com,"['Web Development', 'Machine Learning', 'Data Analysis']","['PLCS0057', 'PLCS0979', 'PLCS0967', 'PLCS0354', 'PLCS0649', 'PLCS0659', 'PLCS0066', 'PLCS0750', 'PLCS0760', 'PLCS0773']"
george.allen@example.com,"['UI/UX Design', 'Java Programming', 'Machine Learning', 'C++ Programming', 'Web Development', 'Data Analysis', 'Android Mobile App Programming']","['PLCS0588', 'PLCS0414', 'PLCS0288', 'PLCS0804', 'PLCS0806', 'PLCS0061', 'PLCS0841', 'PLCS0239', 'PLCS0854', 'PLCS0218']"
carrie.henderson@example.com,"['C++ Programming', 'Web Development', 'Machine Learning', 'Android Mobile App Programming', 'Data Analysis']","['PLCS0696', 'PLCS0761', 'PLCS0585', 'PLCS0545', 'PLCS0275', 'PLCS0973', 'PLCS0645', 'PLCS0662', 'PLCS0520', 'PLCS0999']"
randy.castillo@example.com,"['Java Programming', 'Android Mobile App Programming', 'Machine Learning', 'C++ Programming', 'Web Development']","['PLCS1000', 'PLCS0452', 'PLCS0851', 'PLCS0807', 'PLCS0782', 'PLCS0745', 'PLCS0720', 'PLCS0717', 'PLCS0060', 'PLCS0638']"
connor.johnson@example.com,"['Machine Learning', 'Java Programming', 'UI/UX Design', 'Android Mobile App Programming', 'C++ Programming', 'Data Analysis', 'Web Development']","['PLCS0588', 'PLCS0414', 'PLCS0288', 'PLCS0804', 'PLCS0806', 'PLCS0061', 'PLCS0841', 'PLCS0239', 'PLCS0854', 'PLCS0218']"
john.martinez@example.com,"['UI/UX Design', 'C++ Programming', 'Machine Learning', 'Java Programming', 'Android Mobile App Programming', 'Data Analysis']","['PLCS0191', 'PLCS0350', 'PLCS0306', 'PLCS0541', 'PLCS0569', 'PLCS0197', 'PLCS0147', 'PLCS0061', 'PLCS0920', 'PLCS0288']"
russell.carter@example.com,"['C++ Programming', 'Machine Learning', 'UI/UX Design', 'Data Analysis', 'Java Programming', 'Android Mobile App Programming', 'Web Development']","['PLCS0588', 'PLCS0414', 'PLCS0288', 'PLCS0804', 'PLCS0806', 'PLCS0061', 'PLCS0841', 'PLCS0239', 'PLCS0854', 'PLCS0218']"
brandon.roberts@example.com,"['Java Programming', 'Android Mobile App Programming', 'Data Analysis', 'Web Development', 'UI/UX Design', 'Machine Learning']","['PLCS0804', 'PLCS0588', 'PLCS0653', 'PLCS0644', 'PLCS0147', 'PLCS0677', 'PLCS0687', 'PLCS0569', 'PLCS0920', 'PLCS0699']"
renee.adams@example.com,"['Android Mobile App Programming', 'C++ Programming', 'Data Analysis', 'UI/UX Design', 'Java Programming', 'Web Development', 'Machine Learning']","['PLCS0588', 'PLCS0414', 'PLCS0288', 'PLCS0804', 'PLCS0806', 'PLCS0061', 'PLCS0841', 'PLCS0239', 'PLCS0854', 'PLCS0218']"
sandra.montgomery@example.com,"['Java Programming', 'Machine Learning', 'Data Analysis', 'UI/UX Design', 'C++ Programming']","['PLCS0189', 'PLCS0230', 'PLCS0671', 'PLCS0294', 'PLCS0702', 'PLCS0970', 'PLCS0260', 'PLCS0637', 'PLCS0713', 'PLCS0117']"
steven.freeman@example.com,"['Android Mobile App Programming', 'Machine Learning', 'C++ Programming', 'Data Analysis', 'Java Programming', 'Web Development', 'UI/UX Design']","['PLCS0588', 'PLCS0414', 'PLCS0288', 'PLCS0804', 'PLCS0806', 'PLCS0061', 'PLCS0841', 'PLCS0239', 'PLCS0854', 'PLCS0218']"
phillip.smith@example.com,"['C++ Programming', 'Android Mobile App Programming', 'Machine Learning', 'Data Analysis', 'Java Programming']","['PLCS1000', 'PLCS0314', 'PLCS0720', 'PLCS0851', 'PLCS0085', 'PLCS0717', 'PLCS0745', 'PLCS0382', 'PLCS0452', 'PLCS0253']"
james.edwards@example.com,"['Android Mobile App Programming', 'C++ Programming', 'Data Analysis', 'Java Programming']","['PLCS1000', 'PLCS0911', 'PLCS0314', 'PLCS0977', 'PLCS0720', 'PLCS0577', 'PLCS0717', 'PLCS0103', 'PLCS0593', 'PLCS0119']"
kristine.austin@example.com,"['Java Programming', 'Android Mobile App Programming', 'Web Development']","['PLCS0275', 'PLCS0006', 'PLCS0370', 'PLCS0999', 'PLCS0491', 'PLCS0938', 'PLCS0645', 'PLCS0106', 'PLCS0662', 'PLCS0973']"
alex.johnson@example.com,"['Android Mobile App Programming', 'C++ Programming', 'Java Programming', 'Web Development', 'Data Analysis']","['PLCS1000', 'PLCS0119', 'PLCS0060', 'PLCS0911', 'PLCS0314', 'PLCS0577', 'PLCS0874', 'PLCS0085', 'PLCS0593', 'PLCS0851']"
darlene.herman@example.com,"['C++ Programming', 'Android Mobile App Programming', 'Java Programming', 'UI/UX Design', 'Machine Learning']","['PLCS0191', 'PLCS0147', 'PLCS0306', 'PLCS0569', 'PLCS0644', 'PLCS0288', 'PLCS0197', 'PLCS0687', 'PLCS0071', 'PLCS0920']"
karen.hampton@example.com,"['C++ Programming', 'Machine Learning', 'Data Analysis', 'Android Mobile App Programming', 'Web Development']","['PLCS0696', 'PLCS0761', 'PLCS0585', 'PLCS0545', 'PLCS0275', 'PLCS0973', 'PLCS0645', 'PLCS0662', 'PLCS0520', 'PLCS0999']"
brandon.harris@example.com,"['Android Mobile App Programming', 'Web Development', 'Machine Learning', 'Data Analysis', 'UI/UX Design']","['PLCS0806', 'PLCS0609', 'PLCS0061', 'PLCS0920', 'PLCS0644', 'PLCS0288', 'PLCS0931', 'PLCS0306', 'PLCS0541', 'PLCS0564']"
helen.nguyen@example.com,"['Data Analysis', 'UI/UX Design', 'Machine Learning', 'Web Development', 'Java Programming', 'Android Mobile App Programming']","['PLCS0804', 'PLCS0588', 'PLCS0653', 'PLCS0644', 'PLCS0147', 'PLCS0677', 'PLCS0687', 'PLCS0569', 'PLCS0920', 'PLCS0699']"
jennifer.johnston@example.com,"['UI/UX Design', 'C++ Programming', 'Android Mobile App Programming', 'Machine Learning']","['PLCS0414', 'PLCS0588', 'PLCS0609', 'PLCS0288', 'PLCS0239', 'PLCS0569', 'PLCS0699', 'PLCS0197', 'PLCS0541', 'PLCS0804']"
lori.george@example.com,"['Machine Learning', 'Data Analysis', 'UI/UX Design', 'Java Programming', 'C++ Programming']","['PLCS0189', 'PLCS0230', 'PLCS0671', 'PLCS0294', 'PLCS0702', 'PLCS0970', 'PLCS0260', 'PLCS0637', 'PLCS0713', 'PLCS0117']"
michael.watson@example.com,"['Machine Learning', 'Web Development', 'C++ Programming', 'Data Analysis']","['PLCS0481', 'PLCS0522', 'PLCS0760', 'PLCS0192', 'PLCS0969', 'PLCS0967', 'PLCS0773', 'PLCS0777', 'PLCS0485', 'PLCS0799']"
nathan.jackson@example.com,"['Machine Learning', 'Web Development', 'Android Mobile App Programming']","['PLCS0662', 'PLCS0761', 'PLCS0006', 'PLCS0973', 'PLCS0520', 'PLCS0275', 'PLCS0999', 'PLCS0491', 'PLCS0776', 'PLCS0938']"
patricia.hayes@example.com,"['Android Mobile App Programming', 'UI/UX Design', 'Java Programming', 'C++ Programming', 'Data Analysis', 'Machine Learning', 'Web Development']","['PLCS0588', 'PLCS0414', 'PLCS0288', 'PLCS0804', 'PLCS0806', 'PLCS0061', 'PLCS0841', 'PLCS0239', 'PLCS0854', 'PLCS0218']"
lori.allison@example.com,"['UI/UX Design', 'Android Mobile App Programming', 'Java Programming', 'Machine Learning']","['PLCS0569', 'PLCS0197', 'PLCS0218', 'PLCS0306', 'PLCS0165', 'PLCS0588', 'PLCS0288', 'PLCS0191', 'PLCS0609', 'PLCS0147']"
david.burton@example.com,"['Machine Learning', 'C++ Programming', 'UI/UX Design', 'Android Mobile App Programming', 'Data Analysis', 'Web Development']","['PLCS0306', 'PLCS0071', 'PLCS0288', 'PLCS0653', 'PLCS0806', 'PLCS0699', 'PLCS0239', 'PLCS0191', 'PLCS0553', 'PLCS0541']"
sherry.castro@example.com,"['Java Programming', 'Web Development', 'Android Mobile App Programming', 'C++ Programming', 'Machine Learning', 'UI/UX Design']","['PLCS0872', 'PLCS0191', 'PLCS0350', 'PLCS0165', 'PLCS0588', 'PLCS0920', 'PLCS0644', 'PLCS0653', 'PLCS0306', 'PLCS0288']"
carolyn.burke@example.com,"['UI/UX Design', 'Machine Learning', 'Android Mobile App Programming']","['PLCS0677', 'PLCS0306', 'PLCS0191', 'PLCS0197', 'PLCS0931', 'PLCS0564', 'PLCS0147', 'PLCS0854', 'PLCS0071', 'PLCS0165']"
john.stephens@example.com,"['C++ Programming', 'Data Analysis', 'Android Mobile App Programming', 'Java Programming', 'Machine Learning']","['PLCS1000', 'PLCS0314', 'PLCS0720', 'PLCS0851', 'PLCS0085', 'PLCS0717', 'PLCS0745', 'PLCS0382', 'PLCS0452', 'PLCS0253']"
steven.lopez@example.com,"['Machine Learning', 'C++ Programming', 'Java Programming', 'Data Analysis', 'Web Development', 'UI/UX Design', 'Android Mobile App Programming']","['PLCS0588', 'PLCS0414', 'PLCS0288', 'PLCS0804', 'PLCS0806', 'PLCS0061', 'PLCS0841', 'PLCS0239', 'PLCS0854', 'PLCS0218']"
kimberly.ellis@example.com,"['Android Mobile App Programming', 'Web Development', 'Data Analysis', 'UI/UX Design', 'Java Programming', 'C++ Programming', 'Machine Learning']","['PLCS0588', 'PLCS0414', 'PLCS0288', 'PLCS0804', 'PLCS0806', 'PLCS0061', 'PLCS0841', 'PLCS0239', 'PLCS0854', 'PLCS0218']"
kara.gamble@example.com,"['Java Programming', 'UI/UX Design', 'Machine Learning', 'C++ Programming', 'Web Development', 'Android Mobile App Programming']","['PLCS0872', 'PLCS0191', 'PLCS0350', 'PLCS0165', 'PLCS0588', 'PLCS0920', 'PLCS0644', 'PLCS0653', 'PLCS0306', 'PLCS0288']"
richard.nguyen@example.com,"['UI/UX Design', 'C++ Programming', 'Data Analysis', 'Web Development', 'Java Programming', 'Machine Learning', 'Android Mobile App Programming']","['PLCS0588', 'PLCS0414', 'PLCS0288', 'PLCS0804', 'PLCS0806', 'PLCS0061', 'PLCS0841', 'PLCS0239', 'PLCS0854', 'PLCS0218']"
robert.haney@example.com,"['C++ Programming', 'Java Programming', 'Android Mobile App Programming', 'Web Development']","['PLCS1000', 'PLCS0577', 'PLCS0314', 'PLCS0638', 'PLCS0103', 'PLCS0782', 'PLCS0119', 'PLCS0221', 'PLCS0060', 'PLCS0593']"
john.snyder@example.com,"['Data Analysis', 'Android Mobile App Programming', 'C++ Programming']","['PLCS0467', 'PLCS0935', 'PLCS0964', 'PLCS0368', 'PLCS0956', 'PLCS0561', 'PLCS0710', 'PLCS0063', 'PLCS0700', 'PLCS0115']"
andrew.poole@example.com,"['Java Programming', 'Android Mobile App Programming', 'Data Analysis', 'Machine Learning', 'UI/UX Design', 'Web Development']","['PLCS0804', 'PLCS0588', 'PLCS0653', 'PLCS0644', 'PLCS0147', 'PLCS0677', 'PLCS0687', 'PLCS0569', 'PLCS0920', 'PLCS0699']"
brianna.rivas@example.com,"['Web Development', 'UI/UX Design', 'Java Programming', 'C++ Programming', 'Machine Learning']","['PLCS0230', 'PLCS0637', 'PLCS0713', 'PLCS0716', 'PLCS0422', 'PLCS0294', 'PLCS0189', 'PLCS0232', 'PLCS0970', 'PLCS0179']"
ronald.curtis@example.com,"['Data Analysis', 'Android Mobile App Programming', 'UI/UX Design', 'Machine Learning', 'Java Programming', 'Web Development']","['PLCS0804', 'PLCS0588', 'PLCS0653', 'PLCS0644', 'PLCS0147', 'PLCS0677', 'PLCS0687', 'PLCS0569', 'PLCS0920', 'PLCS0699']"
richard.young@example.com,"['UI/UX Design', 'Data Analysis', 'Java Programming', 'Android Mobile App Programming', 'Web Development', 'C++ Programming', 'Machine Learning']","['PLCS0588', 'PLCS0414', 'PLCS0288', 'PLCS0804', 'PLCS0806', 'PLCS0061', 'PLCS0841', 'PLCS0239', 'PLCS0854', 'PLCS0218']"
jessica.bird@example.com,"['Java Programming', 'Web Development', 'Data Analysis']","['PLCS0121', 'PLCS0824', 'PLCS0940', 'PLCS0059', 'PLCS0430', 'PLCS0611', 'PLCS0914', 'PLCS0908', 'PLCS0127', 'PLCS0139']"
tara.fox@example.com,"['Java Programming', 'Machine Learning', 'Android Mobile App Programming', 'Web Development', 'Data Analysis']","['PLCS0520', 'PLCS0981', 'PLCS0776', 'PLCS0106', 'PLCS0938', 'PLCS0926', 'PLCS0696', 'PLCS0662', 'PLCS0645', 'PLCS0585']"
charles.steele@example.com,"['Data Analysis', 'Web Development', 'C++ Programming', 'UI/UX Design']","['PLCS0542', 'PLCS0496', 'PLCS0857', 'PLCS0960', 'PLCS0198', 'PLCS0743', 'PLCS0267', 'PLCS0584', 'PLCS0446', 'PLCS0751']"
samantha.dodson@example.com,"['C++ Programming', 'Android Mobile App Programming', 'Web Development', 'Java Programming', 'Machine Learning']","['PLCS1000', 'PLCS0452', 'PLCS0851', 'PLCS0807', 'PLCS0782', 'PLCS0745', 'PLCS0720', 'PLCS0717', 'PLCS0060', 'PLCS0638']"
tara.richardson@example.com,"['Web Development', 'Java Programming', 'C++ Programming', 'Data Analysis', 'Android Mobile App Programming', 'UI/UX Design', 'Machine Learning']","['PLCS0588', 'PLCS0414', 'PLCS0288', 'PLCS0804', 'PLCS0806', 'PLCS0061', 'PLCS0841', 'PLCS0239', 'PLCS0854', 'PLCS0218']"
melissa.hicks@example.com,"['Machine Learning', 'Android Mobile App Programming', 'Java Programming', 'C++ Programming', 'Data Analysis']","['PLCS1000', 'PLCS0314', 'PLCS0720', 'PLCS0851', 'PLCS0085', 'PLCS0717', 'PLCS0745', 'PLCS0382', 'PLCS0452', 'PLCS0253']"
christian.morgan@example.com,"['Web Development', 'UI/UX Design', 'Android Mobile App Programming', 'Machine Learning', 'C++ Programming']","['PLCS0841', 'PLCS0197', 'PLCS0414', 'PLCS0569', 'PLCS0806', 'PLCS0306', 'PLCS0653', 'PLCS0218', 'PLCS0288', 'PLCS0147']"
robert.payne@example.com,"['Android Mobile App Programming', 'C++ Programming', 'UI/UX Design', 'Machine Learning', 'Web Development', 'Java Programming']","['PLCS0872', 'PLCS0191', 'PLCS0350', 'PLCS0165', 'PLCS0588', 'PLCS0920', 'PLCS0644', 'PLCS0653', 'PLCS0306', 'PLCS0288']"
thomas.johnson@example.com,"['Web Development', 'C++ Programming', 'Machine Learning']","['PLCS0522', 'PLCS0799', 'PLCS0777', 'PLCS0066', 'PLCS0057', 'PLCS0969', 'PLCS0750', 'PLCS0967', 'PLCS0649', 'PLCS0895']"
debra.mckay@example.com,"['UI/UX Design', 'Android Mobile App Programming', 'Java Programming', 'Data Analysis', 'Web Development']","['PLCS0553', 'PLCS0239', 'PLCS0288', 'PLCS0564', 'PLCS0569', 'PLCS0147', 'PLCS0854', 'PLCS0588', 'PLCS0699', 'PLCS0165']"
erica.warren@example.com,"['Android Mobile App Programming', 'Data Analysis', 'Java Programming', 'Web Development']","['PLCS0776', 'PLCS0013', 'PLCS0491', 'PLCS0429', 'PLCS0926', 'PLCS0761', 'PLCS0370', 'PLCS0913', 'PLCS0696', 'PLCS0662']"
scott.gill@example.com,"['Java Programming', 'UI/UX Design', 'Data Analysis']","['PLCS0001', 'PLCS0322', 'PLCS0141', 'PLCS0697', 'PLCS0937', 'PLCS0178', 'PLCS0187', 'PLCS0222', 'PLCS0668', 'PLCS0266']"
kevin.key@example.com,"['Data Analysis', 'C++ Programming', 'UI/UX Design', 'Machine Learning']","['PLCS0210', 'PLCS0680', 'PLCS0618', 'PLCS0896', 'PLCS0473', 'PLCS0959', 'PLCS0315', 'PLCS0464', 'PLCS0797', 'PLCS0839']"
danielle.klein@example.com,"['Data Analysis', 'Java Programming', 'Machine Learning', 'Web Development', 'UI/UX Design', 'C++ Programming', 'Android Mobile App Programming']","['PLCS0588', 'PLCS0414', 'PLCS0288', 'PLCS0804', 'PLCS0806', 'PLCS0061', 'PLCS0841', 'PLCS0239', 'PLCS0854', 'PLCS0218']"
nicole.ortiz@example.com,"['Web Development', 'Machine Learning', 'Android Mobile App Programming', 'UI/UX Design', 'Data Analysis', 'Java Programming', 'C++ Programming']","['PLCS0588', 'PLCS0414', 'PLCS0288', 'PLCS0804', 'PLCS0806', 'PLCS0061', 'PLCS0841', 'PLCS0239', 'PLCS0854', 'PLCS0218']"
stephanie.walters@example.com,"['Android Mobile App Programming', 'C++ Programming', 'Machine Learning']","['PLCS0794', 'PLCS0701', 'PLCS0511', 'PLCS0919', 'PLCS0547', 'PLCS0431', 'PLCS0406', 'PLCS0404', 'PLCS0576', 'PLCS0356']"
beverly.martinez@example.com,"['C++ Programming', 'UI/UX Design', 'Data Analysis', 'Machine Learning']","['PLCS0210', 'PLCS0680', 'PLCS0618', 'PLCS0896', 'PLCS0473', 'PLCS0959', 'PLCS0315', 'PLCS0464', 'PLCS0797', 'PLCS0839']"
april.brown@example.com,"['Machine Learning', 'Java Programming', 'Web Development']","['PLCS0902', 'PLCS0773', 'PLCS0066', 'PLCS0649', 'PLCS0659', 'PLCS0057', 'PLCS0134', 'PLCS0799', 'PLCS0192', 'PLCS0354']"
patrick.proctor@example.com,"['Web Development', 'UI/UX Design', 'Machine Learning']","['PLCS0665', 'PLCS0164', 'PLCS0960', 'PLCS0625', 'PLCS0446', 'PLCS0676', 'PLCS0751', 'PLCS0844', 'PLCS0198', 'PLCS0021']"
jamie.mitchell@example.com,"['Java Programming', 'C++ Programming', 'Android Mobile App Programming', 'Machine Learning', 'UI/UX Design', 'Data Analysis']","['PLCS0191', 'PLCS0350', 'PLCS0306', 'PLCS0541', 'PLCS0569', 'PLCS0197', 'PLCS0147', 'PLCS0061', 'PLCS0920', 'PLCS0288']"
crystal.wolf@example.com,"['UI/UX Design', 'Android Mobile App Programming', 'Data Analysis', 'Web Development', 'Machine Learning']","['PLCS0806', 'PLCS0609', 'PLCS0061', 'PLCS0920', 'PLCS0644', 'PLCS0288', 'PLCS0931', 'PLCS0306', 'PLCS0541', 'PLCS0564']"
christopher.brooks@example.com,"['UI/UX Design', 'C++ Programming', 'Android Mobile App Programming', 'Data Analysis', 'Machine Learning']","['PLCS0609', 'PLCS0061', 'PLCS0239', 'PLCS0687', 'PLCS0288', 'PLCS0854', 'PLCS0588', 'PLCS0306', 'PLCS0569', 'PLCS0414']"
keith.lee@example.com,"['Java Programming', 'UI/UX Design', 'Machine Learning', 'Web Development']","['PLCS0634', 'PLCS0446', 'PLCS0960', 'PLCS0405', 'PLCS0267', 'PLCS0164', 'PLCS0743', 'PLCS0625', 'PLCS0775', 'PLCS0676']"
marissa.brown@example.com,"['UI/UX Design', 'Machine Learning', 'Web Development', 'Android Mobile App Programming']","['PLCS0414', 'PLCS0841', 'PLCS0288', 'PLCS0653', 'PLCS0804', 'PLCS0588', 'PLCS0699', 'PLCS0806', 'PLCS0931', 'PLCS0644']"
kayla.cruz@example.com,"['UI/UX Design', 'Java Programming', 'Android Mobile App Programming', 'Machine Learning']","['PLCS0569', 'PLCS0197', 'PLCS0218', 'PLCS0306', 'PLCS0165', 'PLCS0588', 'PLCS0288', 'PLCS0191', 'PLCS0609', 'PLCS0147']"
kayla.ryan@example.com,"['UI/UX Design', 'Java Programming', 'Machine Learning', 'Data Analysis']","['PLCS0315', 'PLCS0765', 'PLCS0680', 'PLCS0397', 'PLCS0120', 'PLCS0839', 'PLCS0233', 'PLCS0618', 'PLCS0513', 'PLCS0849']"
eric.burns@example.com,"['Java Programming', 'Data Analysis', 'C++ Programming', 'UI/UX Design', 'Machine Learning', 'Android Mobile App Programming', 'Web Development']","['PLCS0588', 'PLCS0414', 'PLCS0288', 'PLCS0804', 'PLCS0806', 'PLCS0061', 'PLCS0841', 'PLCS0239', 'PLCS0854', 'PLCS0218']"
amanda.smith@example.com,"['UI/UX Design', 'Machine Learning', 'C++ Programming', 'Data Analysis', 'Android Mobile App Programming', 'Web Development', 'Java Programming']","['PLCS0588', 'PLCS0414', 'PLCS0288', 'PLCS0804', 'PLCS0806', 'PLCS0061', 'PLCS0841', 'PLCS0239', 'PLCS0854', 'PLCS0218']"
darlene.rivera@example.com,"['Web Development', 'Machine Learning', 'UI/UX Design', 'Java Programming']","['PLCS0634', 'PLCS0446', 'PLCS0960', 'PLCS0405', 'PLCS0267', 'PLCS0164', 'PLCS0743', 'PLCS0625', 'PLCS0775', 'PLCS0676']"
robert.morris@example.com,"['Java Programming', 'Machine Learning', 'C++ Programming', 'Data Analysis', 'UI/UX Design', 'Android Mobile App Programming']","['PLCS0191', 'PLCS0350', 'PLCS0306', 'PLCS0541', 'PLCS0569', 'PLCS0197', 'PLCS0147', 'PLCS0061', 'PLCS0920', 'PLCS0288']"
carolyn.middleton@example.com,"['C++ Programming', 'Machine Learning', 'Web Development', 'Java Programming', 'Data Analysis']","['PLCS0817', 'PLCS0589', 'PLCS0305', 'PLCS0270', 'PLCS0040', 'PLCS0957', 'PLCS0796', 'PLCS0598', 'PLCS0236', 'PLCS0523']"
james.mclean@example.com,"['Web Development', 'Android Mobile App Programming', 'C++ Programming']","['PLCS0662', 'PLCS0370', 'PLCS0317', 'PLCS0106', 'PLCS0761', 'PLCS0275', 'PLCS0585', 'PLCS0973', 'PLCS0098', 'PLCS0491']"
david.gordon@example.com,"['Android Mobile App Programming', 'Java Programming', 'Web Development']","['PLCS0275', 'PLCS0006', 'PLCS0370', 'PLCS0999', 'PLCS0491', 'PLCS0938', 'PLCS0645', 'PLCS0106', 'PLCS0662', 'PLCS0973']"
angel.powell@example.com,"['Android Mobile App Programming', 'Java Programming', 'Data Analysis', 'UI/UX Design', 'Web Development', 'C++ Programming']","['PLCS0147', 'PLCS0218', 'PLCS0350', 'PLCS0414', 'PLCS0306', 'PLCS0288', 'PLCS0071', 'PLCS0841', 'PLCS0854', 'PLCS0061']"
oscar.underwood@example.com,"['Web Development', 'Java Programming', 'UI/UX Design', 'Android Mobile App Programming', 'Data Analysis', 'Machine Learning']","['PLCS0804', 'PLCS0588', 'PLCS0653', 'PLCS0644', 'PLCS0147', 'PLCS0677', 'PLCS0687', 'PLCS0569', 'PLCS0920', 'PLCS0699']"
laura.contreras@example.com,"['Android Mobile App Programming', 'C++ Programming', 'Data Analysis', 'Web Development', 'UI/UX Design', 'Java Programming']","['PLCS0147', 'PLCS0218', 'PLCS0350', 'PLCS0414', 'PLCS0306', 'PLCS0288', 'PLCS0071', 'PLCS0841', 'PLCS0854', 'PLCS0061']"
