email,interests,recommended_projects
james.edwards@example.com,"['Android Mobile App Programming', 'C++ Programming', 'Data Analysis', 'Java Programming']","['PLCS1000', 'PLCS0253', 'PLCS0807', 'PLCS0977', 'PLCS0911', 'PLCS0782', 'PLCS0119', 'PLCS0577', 'PLCS0314', 'PLCS0085']"
kristine.austin@example.com,"['Java Programming', 'Android Mobile App Programming', 'Web Development']","['PLCS0098', 'PLCS0776', 'PLCS0973', 'PLCS0275', 'PLCS0645', 'PLCS0520', 'PLCS0429', 'PLCS0926', 'PLCS0662', 'PLCS0696']"
alex.johnson@example.com,"['Android Mobile App Programming', 'C++ Programming', 'Java Programming', 'Web Development', 'Data Analysis']","['PLCS0396', 'PLCS0445', 'PLCS0119', 'PLCS0720', 'PLCS0717', 'PLCS0911', 'PLCS0638', 'PLCS0085', 'PLCS0782', 'PLCS0452']"
darlene.herman@example.com,"['C++ Programming', 'Android Mobile App Programming', 'Java Programming', 'UI/UX Design', 'Machine Learning']","['PLCS0147', 'PLCS0854', 'PLCS0931', 'PLCS0306', 'PLCS0609', 'PLCS0218', 'PLCS0569', 'PLCS0564', 'PLCS0288', 'PLCS0841']"
karen.hampton@example.com,"['C++ Programming', 'Machine Learning', 'Data Analysis', 'Android Mobile App Programming', 'Web Development']","['PLCS0696', 'PLCS0776', 'PLCS0913', 'PLCS0098', 'PLCS0370', 'PLCS0973', 'PLCS0585', 'PLCS0981', 'PLCS0013', 'PLCS0520']"
brandon.harris@example.com,"['Android Mobile App Programming', 'Web Development', 'Machine Learning', 'Data Analysis', 'UI/UX Design']","['PLCS0147', 'PLCS0569', 'PLCS0854', 'PLCS0414', 'PLCS0687', 'PLCS0609', 'PLCS0061', 'PLCS0218', 'PLCS0804', 'PLCS0841']"
helen.nguyen@example.com,"['Data Analysis', 'UI/UX Design', 'Machine Learning', 'Web Development', 'Java Programming', 'Android Mobile App Programming']","['PLCS0854', 'PLCS0191', 'PLCS0350', 'PLCS0841', 'PLCS0699', 'PLCS0931', 'PLCS0564', 'PLCS0920', 'PLCS0804', 'PLCS0677']"
jennifer.johnston@example.com,"['UI/UX Design', 'C++ Programming', 'Android Mobile App Programming', 'Machine Learning']","['PLCS0931', 'PLCS0071', 'PLCS0677', 'PLCS0350', 'PLCS0920', 'PLCS0644', 'PLCS0699', 'PLCS0588', 'PLCS0061', 'PLCS0306']"
lori.george@example.com,"['Machine Learning', 'Data Analysis', 'UI/UX Design', 'Java Programming', 'C++ Programming']","['PLCS0117', 'PLCS0970', 'PLCS0230', 'PLCS0716', 'PLCS0637', 'PLCS0232', 'PLCS0422', 'PLCS0111', 'PLCS0156', 'PLCS0459']"
michael.watson@example.com,"['Machine Learning', 'Web Development', 'C++ Programming', 'Data Analysis']","['PLCS0902', 'PLCS0773', 'PLCS0485', 'PLCS0192', 'PLCS0481', 'PLCS0979', 'PLCS0066', 'PLCS0799', 'PLCS0472', 'PLCS0967']"
nathan.jackson@example.com,"['Machine Learning', 'Web Development', 'Android Mobile App Programming']","['PLCS0370', 'PLCS0926', 'PLCS0776', 'PLCS0913', 'PLCS0585', 'PLCS0098', 'PLCS0545', 'PLCS0696', 'PLCS0645', 'PLCS0938']"
patricia.hayes@example.com,"['Android Mobile App Programming', 'UI/UX Design', 'Java Programming', 'C++ Programming', 'Data Analysis', 'Machine Learning', 'Web Development']","['PLCS0564', 'PLCS0609', 'PLCS0806', 'PLCS0553', 'PLCS0239', 'PLCS0350', 'PLCS0872', 'PLCS0644', 'PLCS0306', 'PLCS0569']"
lori.allison@example.com,"['UI/UX Design', 'Android Mobile App Programming', 'Java Programming', 'Machine Learning']","['PLCS0288', 'PLCS0806', 'PLCS0239', 'PLCS0841', 'PLCS0071', 'PLCS0854', 'PLCS0588', 'PLCS0306', 'PLCS0541', 'PLCS0804']"
david.burton@example.com,"['Machine Learning', 'C++ Programming', 'UI/UX Design', 'Android Mobile App Programming', 'Data Analysis', 'Web Development']","['PLCS0541', 'PLCS0841', 'PLCS0239', 'PLCS0806', 'PLCS0569', 'PLCS0564', 'PLCS0553', 'PLCS0306', 'PLCS0288', 'PLCS0350']"
sherry.castro@example.com,"['Java Programming', 'Web Development', 'Android Mobile App Programming', 'C++ Programming', 'Machine Learning', 'UI/UX Design']","['PLCS0218', 'PLCS0569', 'PLCS0677', 'PLCS0872', 'PLCS0687', 'PLCS0288', 'PLCS0920', 'PLCS0699', 'PLCS0564', 'PLCS0197']"
carolyn.burke@example.com,"['UI/UX Design', 'Machine Learning', 'Android Mobile App Programming']","['PLCS0806', 'PLCS0677', 'PLCS0920', 'PLCS0191', 'PLCS0071', 'PLCS0553', 'PLCS0197', 'PLCS0804', 'PLCS0306', 'PLCS0288']"
john.stephens@example.com,"['C++ Programming', 'Data Analysis', 'Android Mobile App Programming', 'Java Programming', 'Machine Learning']","['PLCS0977', 'PLCS0638', 'PLCS0911', 'PLCS0103', 'PLCS0085', 'PLCS0782', 'PLCS0240', 'PLCS0577', 'PLCS0314', 'PLCS0745']"
steven.lopez@example.com,"['Machine Learning', 'C++ Programming', 'Java Programming', 'Data Analysis', 'Web Development', 'UI/UX Design', 'Android Mobile App Programming']","['PLCS0564', 'PLCS0609', 'PLCS0806', 'PLCS0553', 'PLCS0239', 'PLCS0350', 'PLCS0872', 'PLCS0644', 'PLCS0306', 'PLCS0569']"
kimberly.ellis@example.com,"['Android Mobile App Programming', 'Web Development', 'Data Analysis', 'UI/UX Design', 'Java Programming', 'C++ Programming', 'Machine Learning']","['PLCS0564', 'PLCS0609', 'PLCS0806', 'PLCS0553', 'PLCS0239', 'PLCS0350', 'PLCS0872', 'PLCS0644', 'PLCS0306', 'PLCS0569']"
kara.gamble@example.com,"['Java Programming', 'UI/UX Design', 'Machine Learning', 'C++ Programming', 'Web Development', 'Android Mobile App Programming']","['PLCS0218', 'PLCS0569', 'PLCS0677', 'PLCS0872', 'PLCS0687', 'PLCS0288', 'PLCS0920', 'PLCS0699', 'PLCS0564', 'PLCS0197']"
richard.nguyen@example.com,"['UI/UX Design', 'C++ Programming', 'Data Analysis', 'Web Development', 'Java Programming', 'Machine Learning', 'Android Mobile App Programming']","['PLCS0564', 'PLCS0609', 'PLCS0806', 'PLCS0553', 'PLCS0239', 'PLCS0350', 'PLCS0872', 'PLCS0644', 'PLCS0306', 'PLCS0569']"
robert.haney@example.com,"['C++ Programming', 'Java Programming', 'Android Mobile App Programming', 'Web Development']","['PLCS0977', 'PLCS0593', 'PLCS0103', 'PLCS0085', 'PLCS0577', 'PLCS0851', 'PLCS0807', 'PLCS0638', 'PLCS0445', 'PLCS0060']"
john.snyder@example.com,"['Data Analysis', 'Android Mobile App Programming', 'C++ Programming']","['PLCS0921', 'PLCS0842', 'PLCS0964', 'PLCS0526', 'PLCS0956', 'PLCS0194', 'PLCS0185', 'PLCS0063', 'PLCS0284', 'PLCS0184']"
andrew.poole@example.com,"['Java Programming', 'Android Mobile App Programming', 'Data Analysis', 'Machine Learning', 'UI/UX Design', 'Web Development']","['PLCS0854', 'PLCS0191', 'PLCS0350', 'PLCS0841', 'PLCS0699', 'PLCS0931', 'PLCS0564', 'PLCS0920', 'PLCS0804', 'PLCS0677']"
brianna.rivas@example.com,"['Web Development', 'UI/UX Design', 'Java Programming', 'C++ Programming', 'Machine Learning']","['PLCS0702', 'PLCS0762', 'PLCS0189', 'PLCS0163', 'PLCS0499', 'PLCS0637', 'PLCS0230', 'PLCS0156', 'PLCS0716', 'PLCS0808']"
ronald.curtis@example.com,"['Data Analysis', 'Android Mobile App Programming', 'UI/UX Design', 'Machine Learning', 'Java Programming', 'Web Development']","['PLCS0854', 'PLCS0191', 'PLCS0350', 'PLCS0841', 'PLCS0699', 'PLCS0931', 'PLCS0564', 'PLCS0920', 'PLCS0804', 'PLCS0677']"
richard.young@example.com,"['UI/UX Design', 'Data Analysis', 'Java Programming', 'Android Mobile App Programming', 'Web Development', 'C++ Programming', 'Machine Learning']","['PLCS0564', 'PLCS0609', 'PLCS0806', 'PLCS0553', 'PLCS0239', 'PLCS0350', 'PLCS0872', 'PLCS0644', 'PLCS0306', 'PLCS0569']"
jessica.bird@example.com,"['Java Programming', 'Web Development', 'Data Analysis']","['PLCS0022', 'PLCS0978', 'PLCS0822', 'PLCS0940', 'PLCS0219', 'PLCS0908', 'PLCS0180', 'PLCS0332', 'PLCS0257', 'PLCS0824']"
tara.fox@example.com,"['Java Programming', 'Machine Learning', 'Android Mobile App Programming', 'Web Development', 'Data Analysis']","['PLCS0696', 'PLCS0429', 'PLCS0370', 'PLCS0761', 'PLCS0938', 'PLCS0645', 'PLCS0776', 'PLCS0545', 'PLCS0662', 'PLCS0098']"
charles.steele@example.com,"['Data Analysis', 'Web Development', 'C++ Programming', 'UI/UX Design']","['PLCS0960', 'PLCS0405', 'PLCS0676', 'PLCS0021', 'PLCS0181', 'PLCS0625', 'PLCS0634', 'PLCS0542', 'PLCS0866', 'PLCS0446']"
samantha.dodson@example.com,"['C++ Programming', 'Android Mobile App Programming', 'Web Development', 'Java Programming', 'Machine Learning']","['PLCS0452', 'PLCS0720', 'PLCS0226', 'PLCS0227', 'PLCS0221', 'PLCS0445', 'PLCS0253', 'PLCS0874', 'PLCS0911', 'PLCS0717']"
tara.richardson@example.com,"['Web Development', 'Java Programming', 'C++ Programming', 'Data Analysis', 'Android Mobile App Programming', 'UI/UX Design', 'Machine Learning']","['PLCS0564', 'PLCS0609', 'PLCS0806', 'PLCS0553', 'PLCS0239', 'PLCS0350', 'PLCS0872', 'PLCS0644', 'PLCS0306', 'PLCS0569']"
melissa.hicks@example.com,"['Machine Learning', 'Android Mobile App Programming', 'Java Programming', 'C++ Programming', 'Data Analysis']","['PLCS0977', 'PLCS0638', 'PLCS0911', 'PLCS0103', 'PLCS0085', 'PLCS0782', 'PLCS0240', 'PLCS0577', 'PLCS0314', 'PLCS0745']"
christian.morgan@example.com,"['Web Development', 'UI/UX Design', 'Android Mobile App Programming', 'Machine Learning', 'C++ Programming']","['PLCS0071', 'PLCS0414', 'PLCS0564', 'PLCS0553', 'PLCS0165', 'PLCS0541', 'PLCS0191', 'PLCS0197', 'PLCS0218', 'PLCS0920']"
robert.payne@example.com,"['Android Mobile App Programming', 'C++ Programming', 'UI/UX Design', 'Machine Learning', 'Web Development', 'Java Programming']","['PLCS0218', 'PLCS0569', 'PLCS0677', 'PLCS0872', 'PLCS0687', 'PLCS0288', 'PLCS0920', 'PLCS0699', 'PLCS0564', 'PLCS0197']"
thomas.johnson@example.com,"['Web Development', 'C++ Programming', 'Machine Learning']","['PLCS0777', 'PLCS0895', 'PLCS0481', 'PLCS0750', 'PLCS0969', 'PLCS0773', 'PLCS0472', 'PLCS0799', 'PLCS0522', 'PLCS0066']"
debra.mckay@example.com,"['UI/UX Design', 'Android Mobile App Programming', 'Java Programming', 'Data Analysis', 'Web Development']","['PLCS0699', 'PLCS0165', 'PLCS0350', 'PLCS0687', 'PLCS0806', 'PLCS0197', 'PLCS0071', 'PLCS0218', 'PLCS0854', 'PLCS0677']"
erica.warren@example.com,"['Android Mobile App Programming', 'Data Analysis', 'Java Programming', 'Web Development']","['PLCS0098', 'PLCS0981', 'PLCS0913', 'PLCS0696', 'PLCS0275', 'PLCS0645', 'PLCS0317', 'PLCS0973', 'PLCS0106', 'PLCS0761']"
scott.gill@example.com,"['Java Programming', 'UI/UX Design', 'Data Analysis']","['PLCS0266', 'PLCS0178', 'PLCS0860', 'PLCS0594', 'PLCS0048', 'PLCS0508', 'PLCS0906', 'PLCS0001', 'PLCS0187', 'PLCS0141']"
kevin.key@example.com,"['Data Analysis', 'C++ Programming', 'UI/UX Design', 'Machine Learning']","['PLCS0849', 'PLCS0473', 'PLCS0618', 'PLCS0959', 'PLCS0797', 'PLCS0120', 'PLCS0258', 'PLCS0765', 'PLCS0464', 'PLCS0385']"
danielle.klein@example.com,"['Data Analysis', 'Java Programming', 'Machine Learning', 'Web Development', 'UI/UX Design', 'C++ Programming', 'Android Mobile App Programming']","['PLCS0564', 'PLCS0609', 'PLCS0806', 'PLCS0553', 'PLCS0239', 'PLCS0350', 'PLCS0872', 'PLCS0644', 'PLCS0306', 'PLCS0569']"
nicole.ortiz@example.com,"['Web Development', 'Machine Learning', 'Android Mobile App Programming', 'UI/UX Design', 'Data Analysis', 'Java Programming', 'C++ Programming']","['PLCS0564', 'PLCS0609', 'PLCS0806', 'PLCS0553', 'PLCS0239', 'PLCS0350', 'PLCS0872', 'PLCS0644', 'PLCS0306', 'PLCS0569']"
stephanie.walters@example.com,"['Android Mobile App Programming', 'C++ Programming', 'Machine Learning']","['PLCS0431', 'PLCS0404', 'PLCS0771', 'PLCS0356', 'PLCS0282', 'PLCS0576', 'PLCS0547', 'PLCS0038', 'PLCS0203', 'PLCS0281']"
beverly.martinez@example.com,"['C++ Programming', 'UI/UX Design', 'Data Analysis', 'Machine Learning']","['PLCS0849', 'PLCS0473', 'PLCS0618', 'PLCS0959', 'PLCS0797', 'PLCS0120', 'PLCS0258', 'PLCS0765', 'PLCS0464', 'PLCS0385']"
april.brown@example.com,"['Machine Learning', 'Java Programming', 'Web Development']","['PLCS0354', 'PLCS0066', 'PLCS0485', 'PLCS0895', 'PLCS0522', 'PLCS0057', 'PLCS0659', 'PLCS0472', 'PLCS0750', 'PLCS0099']"
patrick.proctor@example.com,"['Web Development', 'UI/UX Design', 'Machine Learning']","['PLCS0446', 'PLCS0743', 'PLCS0405', 'PLCS0751', 'PLCS0634', 'PLCS0267', 'PLCS0584', 'PLCS0775', 'PLCS0021', 'PLCS0625']"
jamie.mitchell@example.com,"['Java Programming', 'C++ Programming', 'Android Mobile App Programming', 'Machine Learning', 'UI/UX Design', 'Data Analysis']","['PLCS0677', 'PLCS0147', 'PLCS0197', 'PLCS0350', 'PLCS0191', 'PLCS0920', 'PLCS0644', 'PLCS0653', 'PLCS0165', 'PLCS0588']"
crystal.wolf@example.com,"['UI/UX Design', 'Android Mobile App Programming', 'Data Analysis', 'Web Development', 'Machine Learning']","['PLCS0147', 'PLCS0569', 'PLCS0854', 'PLCS0414', 'PLCS0687', 'PLCS0609', 'PLCS0061', 'PLCS0218', 'PLCS0804', 'PLCS0841']"
christopher.brooks@example.com,"['UI/UX Design', 'C++ Programming', 'Android Mobile App Programming', 'Data Analysis', 'Machine Learning']","['PLCS0165', 'PLCS0588', 'PLCS0239', 'PLCS0609', 'PLCS0288', 'PLCS0147', 'PLCS0553', 'PLCS0564', 'PLCS0653', 'PLCS0569']"
keith.lee@example.com,"['Java Programming', 'UI/UX Design', 'Machine Learning', 'Web Development']","['PLCS0743', 'PLCS0584', 'PLCS0405', 'PLCS0665', 'PLCS0181', 'PLCS0857', 'PLCS0751', 'PLCS0775', 'PLCS0164', 'PLCS0267']"
marissa.brown@example.com,"['UI/UX Design', 'Machine Learning', 'Web Development', 'Android Mobile App Programming']","['PLCS0071', 'PLCS0414', 'PLCS0564', 'PLCS0553', 'PLCS0165', 'PLCS0541', 'PLCS0191', 'PLCS0197', 'PLCS0218', 'PLCS0920']"
kayla.cruz@example.com,"['UI/UX Design', 'Java Programming', 'Android Mobile App Programming', 'Machine Learning']","['PLCS0288', 'PLCS0806', 'PLCS0239', 'PLCS0841', 'PLCS0071', 'PLCS0854', 'PLCS0588', 'PLCS0306', 'PLCS0541', 'PLCS0804']"
kayla.ryan@example.com,"['UI/UX Design', 'Java Programming', 'Machine Learning', 'Data Analysis']","['PLCS0896', 'PLCS0408', 'PLCS0797', 'PLCS0618', 'PLCS0426', 'PLCS0210', 'PLCS0959', 'PLCS0377', 'PLCS0757', 'PLCS0315']"
eric.burns@example.com,"['Java Programming', 'Data Analysis', 'C++ Programming', 'UI/UX Design', 'Machine Learning', 'Android Mobile App Programming', 'Web Development']","['PLCS0564', 'PLCS0609', 'PLCS0806', 'PLCS0553', 'PLCS0239', 'PLCS0350', 'PLCS0872', 'PLCS0644', 'PLCS0306', 'PLCS0569']"
amanda.smith@example.com,"['UI/UX Design', 'Machine Learning', 'C++ Programming', 'Data Analysis', 'Android Mobile App Programming', 'Web Development', 'Java Programming']","['PLCS0564', 'PLCS0609', 'PLCS0806', 'PLCS0553', 'PLCS0239', 'PLCS0350', 'PLCS0872', 'PLCS0644', 'PLCS0306', 'PLCS0569']"
darlene.rivera@example.com,"['Web Development', 'Machine Learning', 'UI/UX Design', 'Java Programming']","['PLCS0743', 'PLCS0584', 'PLCS0405', 'PLCS0665', 'PLCS0181', 'PLCS0857', 'PLCS0751', 'PLCS0775', 'PLCS0164', 'PLCS0267']"
robert.morris@example.com,"['Java Programming', 'Machine Learning', 'C++ Programming', 'Data Analysis', 'UI/UX Design', 'Android Mobile App Programming']","['PLCS0677', 'PLCS0147', 'PLCS0197', 'PLCS0350', 'PLCS0191', 'PLCS0920', 'PLCS0644', 'PLCS0653', 'PLCS0165', 'PLCS0588']"
carolyn.middleton@example.com,"['C++ Programming', 'Machine Learning', 'Web Development', 'Java Programming', 'Data Analysis']","['PLCS0043', 'PLCS0236', 'PLCS0535', 'PLCS0647', 'PLCS0796', 'PLCS0040', 'PLCS0400', 'PLCS0589', 'PLCS0579', 'PLCS0927']"
james.mclean@example.com,"['Web Development', 'Android Mobile App Programming', 'C++ Programming']","['PLCS0098', 'PLCS0645', 'PLCS0370', 'PLCS0926', 'PLCS0429', 'PLCS0585', 'PLCS0973', 'PLCS0545', 'PLCS0981', 'PLCS0761']"
david.gordon@example.com,"['Android Mobile App Programming', 'Java Programming', 'Web Development']","['PLCS0098', 'PLCS0776', 'PLCS0973', 'PLCS0275', 'PLCS0645', 'PLCS0520', 'PLCS0429', 'PLCS0926', 'PLCS0662', 'PLCS0696']"
angel.powell@example.com,"['Android Mobile App Programming', 'Java Programming', 'Data Analysis', 'UI/UX Design', 'Web Development', 'C++ Programming']","['PLCS0699', 'PLCS0553', 'PLCS0841', 'PLCS0414', 'PLCS0588', 'PLCS0218', 'PLCS0804', 'PLCS0197', 'PLCS0569', 'PLCS0931']"
oscar.underwood@example.com,"['Web Development', 'Java Programming', 'UI/UX Design', 'Android Mobile App Programming', 'Data Analysis', 'Machine Learning']","['PLCS0854', 'PLCS0191', 'PLCS0350', 'PLCS0841', 'PLCS0699', 'PLCS0931', 'PLCS0564', 'PLCS0920', 'PLCS0804', 'PLCS0677']"
laura.contreras@example.com,"['Android Mobile App Programming', 'C++ Programming', 'Data Analysis', 'Web Development', 'UI/UX Design', 'Java Programming']","['PLCS0699', 'PLCS0553', 'PLCS0841', 'PLCS0414', 'PLCS0588', 'PLCS0218', 'PLCS0804', 'PLCS0197', 'PLCS0569', 'PLCS0931']"
cory.bailey@example.com,"['C++ Programming', 'Machine Learning', 'UI/UX Design', 'Java Programming']","['PLCS0163', 'PLCS0422', 'PLCS0459', 'PLCS0156', 'PLCS0671', 'PLCS0364', 'PLCS0096', 'PLCS0713', 'PLCS0189', 'PLCS0179']"
vincent.james@example.com,"['Web Development', 'Android Mobile App Programming', 'Java Programming', 'UI/UX Design']","['PLCS0653', 'PLCS0644', 'PLCS0841', 'PLCS0931', 'PLCS0147', 'PLCS0218', 'PLCS0854', 'PLCS0699', 'PLCS0920', 'PLCS0677']"
joseph.blankenship@example.com,"['C++ Programming', 'UI/UX Design', 'Android Mobile App Programming', 'Data Analysis', 'Java Programming', 'Machine Learning', 'Web Development']","['PLCS0564', 'PLCS0609', 'PLCS0806', 'PLCS0553', 'PLCS0239', 'PLCS0350', 'PLCS0872', 'PLCS0644', 'PLCS0306', 'PLCS0569']"
andrea.miles@example.com,"['Web Development', 'Machine Learning', 'C++ Programming', 'Android Mobile App Programming', 'UI/UX Design', 'Data Analysis']","['PLCS0541', 'PLCS0841', 'PLCS0239', 'PLCS0806', 'PLCS0569', 'PLCS0564', 'PLCS0553', 'PLCS0306', 'PLCS0288', 'PLCS0350']"
cassandra.crane@example.com,"['Android Mobile App Programming', 'Machine Learning', 'Web Development', 'UI/UX Design', 'Data Analysis', 'C++ Programming', 'Java Programming']","['PLCS0564', 'PLCS0609', 'PLCS0806', 'PLCS0553', 'PLCS0239', 'PLCS0350', 'PLCS0872', 'PLCS0644', 'PLCS0306', 'PLCS0569']"
alan.evans@example.com,"['Web Development', 'Java Programming', 'C++ Programming']","['PLCS0598', 'PLCS0040', 'PLCS0535', 'PLCS0305', 'PLCS0856', 'PLCS0859', 'PLCS0589', 'PLCS0796', 'PLCS0270', 'PLCS0957']"
randy.smith@example.com,"['Data Analysis', 'Java Programming', 'Web Development', 'Machine Learning']","['PLCS0659', 'PLCS0354', 'PLCS0099', 'PLCS0895', 'PLCS0192', 'PLCS0773', 'PLCS0777', 'PLCS0992', 'PLCS0979', 'PLCS0057']"
kristen.knight@example.com,"['Android Mobile App Programming', 'Machine Learning', 'UI/UX Design', 'C++ Programming']","['PLCS0931', 'PLCS0071', 'PLCS0677', 'PLCS0350', 'PLCS0920', 'PLCS0644', 'PLCS0699', 'PLCS0588', 'PLCS0061', 'PLCS0306']"
sarah.washington@example.com,"['Web Development', 'Android Mobile App Programming', 'UI/UX Design', 'C++ Programming', 'Java Programming']","['PLCS0569', 'PLCS0564', 'PLCS0350', 'PLCS0677', 'PLCS0699', 'PLCS0872', 'PLCS0687', 'PLCS0191', 'PLCS0804', 'PLCS0609']"
kenneth.garcia@example.com,"['Android Mobile App Programming', 'UI/UX Design', 'C++ Programming', 'Java Programming']","['PLCS0644', 'PLCS0071', 'PLCS0677', 'PLCS0350', 'PLCS0931', 'PLCS0653', 'PLCS0687', 'PLCS0588', 'PLCS0061', 'PLCS0699']"
andrea.reed@example.com,"['Machine Learning', 'C++ Programming', 'Data Analysis']","['PLCS0642', 'PLCS0929', 'PLCS0049', 'PLCS0261', 'PLCS0833', 'PLCS0536', 'PLCS0456', 'PLCS0289', 'PLCS0328', 'PLCS0039']"
jesse.bray@example.com,"['UI/UX Design', 'Java Programming', 'Android Mobile App Programming', 'C++ Programming', 'Web Development']","['PLCS0569', 'PLCS0564', 'PLCS0350', 'PLCS0677', 'PLCS0699', 'PLCS0872', 'PLCS0687', 'PLCS0191', 'PLCS0804', 'PLCS0609']"
aaron.martin@example.com,"['Web Development', 'Data Analysis', 'Java Programming', 'UI/UX Design', 'C++ Programming']","['PLCS0459', 'PLCS0260', 'PLCS0970', 'PLCS0762', 'PLCS0163', 'PLCS0117', 'PLCS0232', 'PLCS0671', 'PLCS0713', 'PLCS0716']"
peggy.mcdonald@example.com,"['Android Mobile App Programming', 'Machine Learning', 'Data Analysis', 'Web Development']","['PLCS0317', 'PLCS0761', 'PLCS0662', 'PLCS0106', 'PLCS0520', 'PLCS0098', 'PLCS0981', 'PLCS0370', 'PLCS0973', 'PLCS0776']"
sarah.walker@example.com,"['Android Mobile App Programming', 'Machine Learning', 'Java Programming', 'Data Analysis']","['PLCS0038', 'PLCS0431', 'PLCS0217', 'PLCS0794', 'PLCS0356', 'PLCS0953', 'PLCS0511', 'PLCS0771', 'PLCS0576', 'PLCS0846']"
nathan.harrison@example.com,"['Data Analysis', 'Java Programming', 'UI/UX Design', 'C++ Programming', 'Android Mobile App Programming', 'Web Development', 'Machine Learning']","['PLCS0564', 'PLCS0609', 'PLCS0806', 'PLCS0553', 'PLCS0239', 'PLCS0350', 'PLCS0872', 'PLCS0644', 'PLCS0306', 'PLCS0569']"
william.clark@example.com,"['Data Analysis', 'Web Development', 'Machine Learning', 'C++ Programming', 'UI/UX Design']","['PLCS0584', 'PLCS0751', 'PLCS0775', 'PLCS0866', 'PLCS0625', 'PLCS0267', 'PLCS0857', 'PLCS0665', 'PLCS0496', 'PLCS0021']"
benjamin.holmes@example.com,"['Machine Learning', 'UI/UX Design', 'Web Development', 'Java Programming', 'Data Analysis']","['PLCS0021', 'PLCS0676', 'PLCS0844', 'PLCS0584', 'PLCS0446', 'PLCS0634', 'PLCS0751', 'PLCS0665', 'PLCS0775', 'PLCS0743']"
katherine.park@example.com,"['Web Development', 'Android Mobile App Programming', 'Machine Learning', 'UI/UX Design']","['PLCS0071', 'PLCS0414', 'PLCS0564', 'PLCS0553', 'PLCS0165', 'PLCS0541', 'PLCS0191', 'PLCS0197', 'PLCS0218', 'PLCS0920']"
jacqueline.sexton@example.com,"['UI/UX Design', 'Java Programming', 'C++ Programming', 'Web Development']","['PLCS0364', 'PLCS0499', 'PLCS0294', 'PLCS0716', 'PLCS0230', 'PLCS0232', 'PLCS0713', 'PLCS0637', 'PLCS0762', 'PLCS0970']"
laura.thompson@example.com,"['Java Programming', 'UI/UX Design', 'Data Analysis', 'Android Mobile App Programming']","['PLCS0306', 'PLCS0147', 'PLCS0414', 'PLCS0350', 'PLCS0687', 'PLCS0288', 'PLCS0804', 'PLCS0677', 'PLCS0806', 'PLCS0699']"
richard.woods@example.com,"['Java Programming', 'Data Analysis', 'Machine Learning']","['PLCS0642', 'PLCS0254', 'PLCS0833', 'PLCS0816', 'PLCS0966', 'PLCS0088', 'PLCS0929', 'PLCS0029', 'PLCS0161', 'PLCS0039']"
tracy.lyons@example.com,"['Web Development', 'Android Mobile App Programming', 'UI/UX Design', 'Machine Learning', 'Data Analysis', 'C++ Programming']","['PLCS0541', 'PLCS0841', 'PLCS0239', 'PLCS0806', 'PLCS0569', 'PLCS0564', 'PLCS0553', 'PLCS0306', 'PLCS0288', 'PLCS0350']"
laurie.taylor@example.com,"['Web Development', 'Android Mobile App Programming', 'Java Programming']","['PLCS0098', 'PLCS0776', 'PLCS0973', 'PLCS0275', 'PLCS0645', 'PLCS0520', 'PLCS0429', 'PLCS0926', 'PLCS0662', 'PLCS0696']"
jessica.campbell@example.com,"['UI/UX Design', 'Android Mobile App Programming', 'C++ Programming', 'Java Programming', 'Web Development', 'Data Analysis']","['PLCS0699', 'PLCS0553', 'PLCS0841', 'PLCS0414', 'PLCS0588', 'PLCS0218', 'PLCS0804', 'PLCS0197', 'PLCS0569', 'PLCS0931']"
shannon.sanchez@example.com,"['Web Development', 'Machine Learning', 'Java Programming', 'Data Analysis', 'C++ Programming', 'UI/UX Design', 'Android Mobile App Programming']","['PLCS0564', 'PLCS0609', 'PLCS0806', 'PLCS0553', 'PLCS0239', 'PLCS0350', 'PLCS0872', 'PLCS0644', 'PLCS0306', 'PLCS0569']"
harold.phillips@example.com,"['UI/UX Design', 'Web Development', 'C++ Programming', 'Java Programming', 'Machine Learning', 'Data Analysis', 'Android Mobile App Programming']","['PLCS0564', 'PLCS0609', 'PLCS0806', 'PLCS0553', 'PLCS0239', 'PLCS0350', 'PLCS0872', 'PLCS0644', 'PLCS0306', 'PLCS0569']"
travis.cook@example.com,"['Web Development', 'Android Mobile App Programming', 'Java Programming', 'Machine Learning', 'C++ Programming', 'Data Analysis']","['PLCS0060', 'PLCS0227', 'PLCS0085', 'PLCS0911', 'PLCS0445', 'PLCS0782', 'PLCS0452', 'PLCS1000', 'PLCS0119', 'PLCS0226']"
timothy.andrade@example.com,"['Data Analysis', 'Machine Learning', 'Android Mobile App Programming']","['PLCS0576', 'PLCS0281', 'PLCS0919', 'PLCS0846', 'PLCS0794', 'PLCS0771', 'PLCS0701', 'PLCS0217', 'PLCS0953', 'PLCS0511']"
samuel.chavez@example.com,"['Java Programming', 'UI/UX Design', 'Android Mobile App Programming', 'Machine Learning', 'Web Development']","['PLCS0288', 'PLCS0350', 'PLCS0191', 'PLCS0197', 'PLCS0564', 'PLCS0804', 'PLCS0071', 'PLCS0806', 'PLCS0841', 'PLCS0687']"
donna.lopez@example.com,"['Machine Learning', 'UI/UX Design', 'Java Programming']","['PLCS0377', 'PLCS0075', 'PLCS0120', 'PLCS0618', 'PLCS0574', 'PLCS0408', 'PLCS0513', 'PLCS0757', 'PLCS0233', 'PLCS0315']"
